lat,lon,2017/08/16,
35.666668,263.375,62.312702, 
35.666668,263.41666,62.587673, 
35.666668,263.45834,62.6774, 
35.666668,263.5,62.786213, 
35.666668,263.54166,62.967995, 
35.666668,263.58334,62.85033, 
35.666668,263.625,62.76969, 
35.666668,263.66666,62.764484, 
35.666668,263.70834,62.383057, 
35.666668,263.75,61.832317, 
35.666668,263.79166,60.829536, 
35.666668,263.83334,59.554413, 
35.666668,263.875,58.4768, 
35.666668,263.91666,58.031185, 
35.666668,263.95834,58.39785, 
35.666668,264.0,59.528164, 
35.666668,264.04166,60.38662, 
35.666668,264.08334,60.947575, 
35.666668,264.125,61.39651, 
35.666668,264.16666,61.816383, 
35.666668,264.20834,62.293552, 
35.666668,264.25,62.788322, 
35.666668,264.29166,63.25125, 
35.666668,264.33334,63.762978, 
35.666668,264.375,64.15279, 
35.666668,264.41666,64.57359, 
35.666668,264.45834,65.15119, 
35.666668,264.5,65.32642, 
35.666668,264.54166,65.00533, 
35.666668,264.58334,64.378815, 
35.666668,264.625,63.86474, 
35.666668,264.66666,63.329838, 
35.666668,264.70834,62.58808, 
35.666668,264.75,61.557003, 
35.666668,264.79166,60.669685, 
35.666668,264.83334,61.90039, 
35.666668,264.875,64.67541, 
35.666668,264.91666,68.91239, 
35.666668,264.95834,70.44254, 
35.666668,265.0,70.55519, 
35.708336,260.0,56.340508, 
35.708336,260.04166,55.84553, 
35.708336,260.08334,55.72355, 
35.708336,260.125,55.871475, 
35.708336,260.16666,56.127773, 
35.708336,260.20834,56.99895, 
35.708336,260.25,57.811028, 
35.708336,260.29166,58.12367, 
35.708336,260.33334,58.176186, 
35.708336,260.375,57.775673, 
35.708336,260.41666,57.260902, 
35.708336,260.45834,56.669308, 
35.708336,260.5,55.940205, 
35.708336,260.54166,55.303238, 
35.708336,260.58334,54.727413, 
35.708336,260.625,54.676693, 
35.708336,260.66666,54.958107, 
35.708336,260.70834,55.565266, 
35.708336,260.75,56.490387, 
35.708336,260.79166,57.099823, 
35.708336,260.83334,57.740894, 
35.708336,260.875,58.385204, 
35.708336,260.91666,59.07103, 
35.708336,260.95834,59.75598, 
35.708336,261.0,60.402927, 
35.708336,261.04166,60.408195, 
35.708336,261.08334,60.394066, 
35.708336,261.125,60.953995, 
35.708336,261.16666,60.862316, 
35.708336,261.20834,60.76759, 
35.708336,261.25,60.295475, 
35.708336,261.29166,60.265724, 
35.708336,261.33334,59.654434, 
35.708336,261.375,59.189934, 
35.708336,261.41666,58.690887, 
35.708336,261.45834,58.473846, 
35.708336,261.5,58.03388, 
35.708336,261.54166,57.40915, 
35.708336,261.58334,56.893204, 
35.708336,261.625,56.32567, 
35.708336,261.66666,55.756912, 
35.708336,261.70834,55.814163, 
35.708336,261.75,56.354313, 
35.708336,261.79166,57.05815, 
35.708336,261.83334,58.01981, 
35.708336,261.875,58.831833, 
35.708336,261.91666,59.790474, 
35.708336,261.95834,60.390038, 
35.708336,262.0,60.596104, 
35.708336,262.04166,60.49272, 
35.708336,262.08334,60.561943, 
35.708336,262.125,60.81998, 
35.708336,262.16666,61.05085, 
35.708336,262.20834,61.1961, 
35.708336,262.25,61.272694, 
35.708336,262.29166,61.26223, 
35.708336,262.33334,61.387558, 
35.708336,262.375,61.28587, 
35.708336,262.41666,61.34354, 
35.708336,262.45834,61.760292, 
35.708336,262.5,62.048412, 
35.708336,262.54166,62.451435, 
35.708336,262.58334,62.747456, 
35.708336,262.625,62.923843, 
35.708336,262.66666,62.984474, 
35.708336,262.70834,62.940094, 
35.708336,262.75,62.911057, 
35.708336,262.79166,63.213497, 
35.708336,262.83334,63.33779, 
35.708336,262.875,63.25156, 
35.708336,262.91666,62.95852, 
35.708336,262.95834,62.565525, 
35.708336,263.0,62.29956, 
35.708336,263.04166,62.066425, 
35.708336,263.08334,61.829575, 
35.708336,263.125,61.69918, 
35.708336,263.16666,61.95134, 
35.708336,263.20834,62.07715, 
35.708336,263.25,62.19807, 
35.708336,263.29166,62.233177, 
35.708336,263.33334,62.212303, 
35.708336,263.375,62.288795, 
35.708336,263.41666,62.38425, 
35.708336,263.45834,62.573723, 
35.708336,263.5,62.796078, 
35.708336,263.54166,63.0999, 
35.708336,263.58334,63.157173, 
35.708336,263.625,63.023067, 
35.708336,263.66666,62.87217, 
35.708336,263.70834,62.432087, 
35.708336,263.75,61.816093, 
35.708336,263.79166,60.479454, 
35.708336,263.83334,58.452675, 
35.708336,263.875,55.99884, 
35.708336,263.91666,54.666637, 
35.708336,263.95834,55.71567, 
35.708336,264.0,57.53246, 
35.708336,264.04166,59.00487, 
35.708336,264.08334,60.300728, 
35.708336,264.125,61.188637, 
35.708336,264.16666,61.61094, 
35.708336,264.20834,61.923294, 
35.708336,264.25,62.393288, 
35.708336,264.29166,62.760567, 
35.708336,264.33334,63.226856, 
35.708336,264.375,63.63662, 
35.708336,264.41666,63.9078, 
35.708336,264.45834,64.42484, 
35.708336,264.5,64.351974, 
35.708336,264.54166,64.220856, 
35.708336,264.58334,63.392727, 
35.708336,264.625,63.09302, 
35.708336,264.66666,62.605206, 
35.708336,264.70834,61.805206, 
35.708336,264.75,61.315315, 
35.708336,264.79166,60.920383, 
35.708336,264.83334,61.9147, 
35.708336,264.875,64.11538, 
35.708336,264.91666,66.64527, 
35.708336,264.95834,68.92476, 
35.708336,265.0,70.302795, 
35.75,260.0,57.233383, 
35.75,260.04166,56.8291, 
35.75,260.08334,56.62929, 
35.75,260.125,56.587955, 
35.75,260.16666,57.041176, 
35.75,260.20834,57.83913, 
35.75,260.25,58.33483, 
35.75,260.29166,58.48967, 
35.75,260.33334,58.517685, 
35.75,260.375,58.246685, 
35.75,260.41666,57.922997, 
35.75,260.45834,57.48797, 
35.75,260.5,57.239048, 
35.75,260.54166,56.833294, 
35.75,260.58334,56.486748, 
35.75,260.625,56.515884, 
35.75,260.66666,56.75692, 
35.75,260.70834,57.075615, 
35.75,260.75,57.372017, 
35.75,260.79166,57.570667, 
35.75,260.83334,58.049644, 
35.75,260.875,58.391487, 
35.75,260.91666,58.999046, 
35.75,260.95834,59.511227, 
35.75,261.0,60.250046, 
35.75,261.04166,60.602604, 
35.75,261.08334,60.662235, 
35.75,261.125,60.890728, 
35.75,261.16666,60.95718, 
35.75,261.20834,60.711376, 
35.75,261.25,60.536297, 
35.75,261.29166,60.27686, 
35.75,261.33334,59.849503, 
35.75,261.375,59.42025, 
35.75,261.41666,59.19816, 
35.75,261.45834,59.167534, 
35.75,261.5,58.664818, 
35.75,261.54166,58.10104, 
35.75,261.58334,57.688736, 
35.75,261.625,57.175594, 
35.75,261.66666,57.13487, 
35.75,261.70834,57.159283, 
35.75,261.75,57.461178, 
35.75,261.79166,57.719044, 
35.75,261.83334,58.686974, 
35.75,261.875,59.42738, 
35.75,261.91666,60.097332, 
35.75,261.95834,60.66835, 
35.75,262.0,60.66593, 
35.75,262.04166,60.54677, 
35.75,262.08334,60.548622, 
35.75,262.125,60.842316, 
35.75,262.16666,61.11375, 
35.75,262.20834,61.524807, 
35.75,262.25,61.67429, 
35.75,262.29166,61.76381, 
35.75,262.33334,61.912407, 
35.75,262.375,62.077835, 
35.75,262.41666,62.285843, 
35.75,262.45834,62.627026, 
35.75,262.5,62.93064, 
35.75,262.54166,63.38092, 
35.75,262.58334,63.789085, 
35.75,262.625,63.93805, 
35.75,262.66666,63.844635, 
35.75,262.70834,63.812023, 
35.75,262.75,63.779682, 
35.75,262.79166,63.787884, 
35.75,262.83334,63.71613, 
35.75,262.875,63.632565, 
35.75,262.91666,63.326435, 
35.75,262.95834,62.977337, 
35.75,263.0,62.77902, 
35.75,263.04166,62.3995, 
35.75,263.08334,62.217915, 
35.75,263.125,61.913094, 
35.75,263.16666,62.097916, 
35.75,263.20834,62.244793, 
35.75,263.25,62.387276, 
35.75,263.29166,62.477062, 
35.75,263.33334,62.21364, 
35.75,263.375,62.110092, 
35.75,263.41666,62.295258, 
35.75,263.45834,62.740627, 
35.75,263.5,63.06225, 
35.75,263.54166,63.460392, 
35.75,263.58334,63.593796, 
35.75,263.625,63.372524, 
35.75,263.66666,63.190544, 
35.75,263.70834,62.944374, 
35.75,263.75,62.104923, 
35.75,263.79166,60.92919, 
35.75,263.83334,58.710205, 
35.75,263.875,55.92434, 
35.75,263.91666,54.55751, 
35.75,263.95834,54.894188, 
35.75,264.0,56.985924, 
35.75,264.04166,58.69134, 
35.75,264.08334,60.177216, 
35.75,264.125,61.244835, 
35.75,264.16666,61.790066, 
35.75,264.20834,62.316216, 
35.75,264.25,62.34385, 
35.75,264.29166,62.674194, 
35.75,264.33334,62.93064, 
35.75,264.375,63.18441, 
35.75,264.41666,63.483063, 
35.75,264.45834,63.88328, 
35.75,264.5,63.816277, 
35.75,264.54166,63.479424, 
35.75,264.58334,63.141647, 
35.75,264.625,62.347763, 
35.75,264.66666,62.151443, 
35.75,264.70834,60.786484, 
35.75,264.75,59.431225, 
35.75,264.79166,60.600105, 
35.75,264.83334,62.775925, 
35.75,264.875,64.68146, 
35.75,264.91666,66.62563, 
35.75,264.95834,68.527534, 
35.75,265.0,70.0726, 
35.791668,260.0,58.688194, 
35.791668,260.04166,58.206886, 
35.791668,260.08334,57.975166, 
35.791668,260.125,57.882397, 
35.791668,260.16666,58.35266, 
35.791668,260.20834,58.86692, 
35.791668,260.25,59.111435, 
35.791668,260.29166,59.17788, 
35.791668,260.33334,59.292355, 
35.791668,260.375,59.24707, 
35.791668,260.41666,59.069595, 
35.791668,260.45834,58.51813, 
35.791668,260.5,58.202103, 
35.791668,260.54166,58.052402, 
35.791668,260.58334,57.81362, 
35.791668,260.625,57.870193, 
35.791668,260.66666,57.980583, 
35.791668,260.70834,58.070797, 
35.791668,260.75,58.12622, 
35.791668,260.79166,58.184364, 
35.791668,260.83334,58.416256, 
35.791668,260.875,58.89934, 
35.791668,260.91666,59.20701, 
35.791668,260.95834,59.815487, 
35.791668,261.0,60.120876, 
35.791668,261.04166,60.64751, 
35.791668,261.08334,60.671417, 
35.791668,261.125,60.747894, 
35.791668,261.16666,60.96626, 
35.791668,261.20834,60.80023, 
35.791668,261.25,60.6025, 
35.791668,261.29166,60.387615, 
35.791668,261.33334,60.084923, 
35.791668,261.375,59.808697, 
35.791668,261.41666,59.793053, 
35.791668,261.45834,59.804485, 
35.791668,261.5,59.169785, 
35.791668,261.54166,58.73355, 
35.791668,261.58334,58.358105, 
35.791668,261.625,58.035206, 
35.791668,261.66666,58.22217, 
35.791668,261.70834,58.298435, 
35.791668,261.75,58.052032, 
35.791668,261.79166,58.54225, 
35.791668,261.83334,59.186207, 
35.791668,261.875,60.2849, 
35.791668,261.91666,60.661564, 
35.791668,261.95834,60.831482, 
35.791668,262.0,60.587723, 
35.791668,262.04166,60.55624, 
35.791668,262.08334,60.75535, 
35.791668,262.125,61.0949, 
35.791668,262.16666,61.274582, 
35.791668,262.20834,61.7236, 
35.791668,262.25,61.909927, 
35.791668,262.29166,62.24352, 
35.791668,262.33334,62.539837, 
35.791668,262.375,62.75965, 
35.791668,262.41666,63.085575, 
35.791668,262.45834,63.58526, 
35.791668,262.5,64.01455, 
35.791668,262.54166,64.55394, 
35.791668,262.58334,64.92773, 
35.791668,262.625,65.01583, 
35.791668,262.66666,64.81377, 
35.791668,262.70834,64.60467, 
35.791668,262.75,64.37086, 
35.791668,262.79166,64.26678, 
35.791668,262.83334,64.1742, 
35.791668,262.875,64.05146, 
35.791668,262.91666,63.76797, 
35.791668,262.95834,63.390236, 
35.791668,263.0,63.3861, 
35.791668,263.04166,62.952072, 
35.791668,263.08334,62.701206, 
35.791668,263.125,62.438423, 
35.791668,263.16666,62.521408, 
35.791668,263.20834,62.712505, 
35.791668,263.25,62.68494, 
35.791668,263.29166,62.6799, 
35.791668,263.33334,62.539375, 
35.791668,263.375,62.51692, 
35.791668,263.41666,62.85649, 
35.791668,263.45834,63.21687, 
35.791668,263.5,63.569798, 
35.791668,263.54166,63.53476, 
35.791668,263.58334,63.277683, 
35.791668,263.625,63.38168, 
35.791668,263.66666,63.537388, 
35.791668,263.70834,63.640575, 
35.791668,263.75,63.321217, 
35.791668,263.79166,62.693092, 
35.791668,263.83334,61.0683, 
35.791668,263.875,58.899784, 
35.791668,263.91666,57.621693, 
35.791668,263.95834,57.448025, 
35.791668,264.0,58.643353, 
35.791668,264.04166,59.76805, 
35.791668,264.08334,60.86296, 
35.791668,264.125,61.677742, 
35.791668,264.16666,62.5853, 
35.791668,264.20834,62.460384, 
35.791668,264.25,62.396355, 
35.791668,264.29166,62.329494, 
35.791668,264.33334,62.625237, 
35.791668,264.375,62.82345, 
35.791668,264.41666,63.156124, 
35.791668,264.45834,63.587864, 
35.791668,264.5,63.639267, 
35.791668,264.54166,63.33196, 
35.791668,264.58334,62.81414, 
35.791668,264.625,61.71683, 
35.791668,264.66666,61.04934, 
35.791668,264.70834,59.327446, 
35.791668,264.75,57.243034, 
35.791668,264.79166,58.94345, 
35.791668,264.83334,61.01351, 
35.791668,264.875,64.541756, 
35.791668,264.91666,67.054016, 
35.791668,264.95834,68.9238, 
35.791668,265.0,70.131775, 
35.833336,260.0,59.83703, 
35.833336,260.04166,59.703053, 
35.833336,260.08334,59.63264, 
35.833336,260.125,59.587147, 
35.833336,260.16666,59.6027, 
35.833336,260.20834,59.57509, 
35.833336,260.25,59.60071, 
35.833336,260.29166,59.516605, 
35.833336,260.33334,59.409412, 
35.833336,260.375,59.5161, 
35.833336,260.41666,59.54863, 
35.833336,260.45834,59.558277, 
35.833336,260.5,59.31554, 
35.833336,260.54166,59.273182, 
35.833336,260.58334,59.018967, 
35.833336,260.625,59.257328, 
35.833336,260.66666,59.091133, 
35.833336,260.70834,59.080658, 
35.833336,260.75,59.06571, 
35.833336,260.79166,58.97498, 
35.833336,260.83334,59.056885, 
35.833336,260.875,59.372883, 
35.833336,260.91666,59.77579, 
35.833336,260.95834,60.053696, 
35.833336,261.0,60.26381, 
35.833336,261.04166,60.617702, 
35.833336,261.08334,61.14316, 
35.833336,261.125,61.261086, 
35.833336,261.16666,61.03252, 
35.833336,261.20834,60.83198, 
35.833336,261.25,60.66784, 
35.833336,261.29166,60.642056, 
35.833336,261.33334,60.58479, 
35.833336,261.375,60.613014, 
35.833336,261.41666,60.64318, 
35.833336,261.45834,60.45331, 
35.833336,261.5,59.93761, 
35.833336,261.54166,59.405254, 
35.833336,261.58334,59.256348, 
35.833336,261.625,59.08205, 
35.833336,261.66666,59.24704, 
35.833336,261.70834,58.925724, 
35.833336,261.75,58.90784, 
35.833336,261.79166,59.36403, 
35.833336,261.83334,59.74124, 
35.833336,261.875,60.64697, 
35.833336,261.91666,61.09156, 
35.833336,261.95834,61.202, 
35.833336,262.0,60.985428, 
35.833336,262.04166,60.76416, 
35.833336,262.08334,60.96679, 
35.833336,262.125,61.43621, 
35.833336,262.16666,61.593433, 
35.833336,262.20834,62.007065, 
35.833336,262.25,62.557037, 
35.833336,262.29166,62.89103, 
35.833336,262.33334,63.03199, 
35.833336,262.375,63.01864, 
35.833336,262.41666,63.671173, 
35.833336,262.45834,64.38391, 
35.833336,262.5,65.16304, 
35.833336,262.54166,65.53297, 
35.833336,262.58334,65.73302, 
35.833336,262.625,65.73429, 
35.833336,262.66666,65.489235, 
35.833336,262.70834,65.08604, 
35.833336,262.75,64.74738, 
35.833336,262.79166,64.56884, 
35.833336,262.83334,64.447395, 
35.833336,262.875,64.29682, 
35.833336,262.91666,64.127014, 
35.833336,262.95834,63.883705, 
35.833336,263.0,63.731014, 
35.833336,263.04166,63.679474, 
35.833336,263.08334,63.622932, 
35.833336,263.125,63.253716, 
35.833336,263.16666,63.227226, 
35.833336,263.20834,63.25549, 
35.833336,263.25,63.24135, 
35.833336,263.29166,63.23297, 
35.833336,263.33334,63.299866, 
35.833336,263.375,63.235775, 
35.833336,263.41666,63.62164, 
35.833336,263.45834,63.534687, 
35.833336,263.5,63.725353, 
35.833336,263.54166,63.695366, 
35.833336,263.58334,63.221577, 
35.833336,263.625,63.514458, 
35.833336,263.66666,64.022514, 
35.833336,263.70834,64.48844, 
35.833336,263.75,64.83569, 
35.833336,263.79166,64.52117, 
35.833336,263.83334,63.43945, 
35.833336,263.875,62.28597, 
35.833336,263.91666,61.041172, 
35.833336,263.95834,60.545616, 
35.833336,264.0,60.8882, 
35.833336,264.04166,61.216393, 
35.833336,264.08334,61.750637, 
35.833336,264.125,62.085987, 
35.833336,264.16666,62.704063, 
35.833336,264.20834,62.6047, 
35.833336,264.25,62.585094, 
35.833336,264.29166,62.200657, 
35.833336,264.33334,62.482906, 
35.833336,264.375,62.92073, 
35.833336,264.41666,63.091007, 
35.833336,264.45834,63.43211, 
35.833336,264.5,63.580196, 
35.833336,264.54166,63.83982, 
35.833336,264.58334,63.47785, 
35.833336,264.625,62.82071, 
35.833336,264.66666,62.258183, 
35.833336,264.70834,61.25537, 
35.833336,264.75,60.749798, 
35.833336,264.79166,63.534103, 
35.833336,264.83334,63.996555, 
35.833336,264.875,65.309944, 
35.833336,264.91666,67.261894, 
35.833336,264.95834,69.75834, 
35.833336,265.0,70.76377, 
35.875,260.0,60.869827, 
35.875,260.04166,60.847515, 
35.875,260.08334,60.95576, 
35.875,260.125,60.941578, 
35.875,260.16666,60.62835, 
35.875,260.20834,60.162373, 
35.875,260.25,60.13945, 
35.875,260.29166,60.086784, 
35.875,260.33334,60.284065, 
35.875,260.375,60.264782, 
35.875,260.41666,60.193977, 
35.875,260.45834,60.183723, 
35.875,260.5,60.317657, 
35.875,260.54166,60.682743, 
35.875,260.58334,60.81115, 
35.875,260.625,60.681496, 
35.875,260.66666,60.32544, 
35.875,260.70834,59.942787, 
35.875,260.75,60.04702, 
35.875,260.79166,59.741722, 
35.875,260.83334,59.61172, 
35.875,260.875,59.783157, 
35.875,260.91666,60.013245, 
35.875,260.95834,60.13814, 
35.875,261.0,60.247955, 
35.875,261.04166,60.997353, 
35.875,261.08334,61.140247, 
35.875,261.125,61.357407, 
35.875,261.16666,61.274986, 
35.875,261.20834,60.926666, 
35.875,261.25,60.90409, 
35.875,261.29166,60.935455, 
35.875,261.33334,61.051723, 
35.875,261.375,61.195446, 
35.875,261.41666,61.314857, 
35.875,261.45834,61.02769, 
35.875,261.5,60.500587, 
35.875,261.54166,60.22372, 
35.875,261.58334,60.02489, 
35.875,261.625,60.064373, 
35.875,261.66666,59.84385, 
35.875,261.70834,59.541416, 
35.875,261.75,59.721874, 
35.875,261.79166,60.10442, 
35.875,261.83334,60.483837, 
35.875,261.875,61.244938, 
35.875,261.91666,62.027386, 
35.875,261.95834,61.96988, 
35.875,262.0,61.73961, 
35.875,262.04166,61.47688, 
35.875,262.08334,61.5091, 
35.875,262.125,61.985195, 
35.875,262.16666,62.214638, 
35.875,262.20834,62.55278, 
35.875,262.25,62.96629, 
35.875,262.29166,63.222607, 
35.875,262.33334,63.393227, 
35.875,262.375,63.50837, 
35.875,262.41666,64.10913, 
35.875,262.45834,64.78798, 
35.875,262.5,65.62835, 
35.875,262.54166,66.22472, 
35.875,262.58334,66.398346, 
35.875,262.625,66.145966, 
35.875,262.66666,66.05718, 
35.875,262.70834,65.803764, 
35.875,262.75,65.75938, 
35.875,262.79166,65.64177, 
35.875,262.83334,65.33937, 
35.875,262.875,64.89896, 
35.875,262.91666,64.69418, 
35.875,262.95834,64.4738, 
35.875,263.0,64.565994, 
35.875,263.04166,64.21219, 
35.875,263.08334,64.15151, 
35.875,263.125,64.04097, 
35.875,263.16666,63.994843, 
35.875,263.20834,63.678757, 
35.875,263.25,63.77511, 
35.875,263.29166,64.00437, 
35.875,263.33334,63.953453, 
35.875,263.375,64.08007, 
35.875,263.41666,64.25361, 
35.875,263.45834,64.15253, 
35.875,263.5,64.240036, 
35.875,263.54166,64.21729, 
35.875,263.58334,64.21228, 
35.875,263.625,64.76743, 
35.875,263.66666,65.101906, 
35.875,263.70834,65.9749, 
35.875,263.75,66.87064, 
35.875,263.79166,66.877945, 
35.875,263.83334,65.95152, 
35.875,263.875,64.82571, 
35.875,263.91666,63.518307, 
35.875,263.95834,62.654373, 
35.875,264.0,62.624825, 
35.875,264.04166,62.57321, 
35.875,264.08334,62.35321, 
35.875,264.125,62.425922, 
35.875,264.16666,62.687614, 
35.875,264.20834,62.93899, 
35.875,264.25,62.751705, 
35.875,264.29166,62.609364, 
35.875,264.33334,62.685406, 
35.875,264.375,63.130978, 
35.875,264.41666,63.690712, 
35.875,264.45834,64.01352, 
35.875,264.5,64.372665, 
35.875,264.54166,64.74811, 
35.875,264.58334,64.83473, 
35.875,264.625,64.66037, 
35.875,264.66666,63.691402, 
35.875,264.70834,62.643944, 
35.875,264.75,64.794815, 
35.875,264.79166,66.98699, 
35.875,264.83334,66.33712, 
35.875,264.875,67.25045, 
35.875,264.91666,68.76819, 
35.875,264.95834,70.6413, 
35.875,265.0,72.03855, 
35.916668,260.0,63.0483, 
35.916668,260.04166,62.64857, 
35.916668,260.08334,62.180984, 
35.916668,260.125,62.199657, 
35.916668,260.16666,61.687588, 
35.916668,260.20834,61.22272, 
35.916668,260.25,61.30534, 
35.916668,260.29166,61.209892, 
35.916668,260.33334,61.19454, 
35.916668,260.375,61.153397, 
35.916668,260.41666,61.014313, 
35.916668,260.45834,60.924034, 
35.916668,260.5,60.747143, 
35.916668,260.54166,61.048973, 
35.916668,260.58334,61.41533, 
35.916668,260.625,61.24324, 
35.916668,260.66666,60.903667, 
35.916668,260.70834,60.588387, 
35.916668,260.75,60.514668, 
35.916668,260.79166,60.45783, 
35.916668,260.83334,60.743927, 
35.916668,260.875,60.712513, 
35.916668,260.91666,60.514038, 
35.916668,260.95834,60.387623, 
35.916668,261.0,60.525005, 
35.916668,261.04166,61.067917, 
35.916668,261.08334,61.087593, 
35.916668,261.125,61.18295, 
35.916668,261.16666,61.332634, 
35.916668,261.20834,61.366257, 
35.916668,261.25,61.64055, 
35.916668,261.29166,61.862896, 
35.916668,261.33334,62.20523, 
35.916668,261.375,62.148846, 
35.916668,261.41666,62.325764, 
35.916668,261.45834,61.845234, 
35.916668,261.5,61.51759, 
35.916668,261.54166,61.35787, 
35.916668,261.58334,61.17111, 
35.916668,261.625,60.822685, 
35.916668,261.66666,60.434925, 
35.916668,261.70834,60.55845, 
35.916668,261.75,60.68545, 
35.916668,261.79166,60.970093, 
35.916668,261.83334,61.79013, 
35.916668,261.875,62.15422, 
35.916668,261.91666,62.633186, 
35.916668,261.95834,62.703068, 
35.916668,262.0,62.57876, 
35.916668,262.04166,62.565998, 
35.916668,262.08334,62.696487, 
35.916668,262.125,62.70036, 
35.916668,262.16666,62.849113, 
35.916668,262.20834,63.382008, 
35.916668,262.25,63.60772, 
35.916668,262.29166,64.118706, 
35.916668,262.33334,64.040726, 
35.916668,262.375,64.108955, 
35.916668,262.41666,64.32481, 
35.916668,262.45834,64.90208, 
35.916668,262.5,65.68903, 
35.916668,262.54166,66.28604, 
35.916668,262.58334,66.20862, 
35.916668,262.625,66.297615, 
35.916668,262.66666,66.25072, 
35.916668,262.70834,66.18439, 
35.916668,262.75,65.94606, 
35.916668,262.79166,65.73243, 
35.916668,262.83334,65.47777, 
35.916668,262.875,65.10836, 
35.916668,262.91666,64.83383, 
35.916668,262.95834,64.28369, 
35.916668,263.0,64.155815, 
35.916668,263.04166,64.29554, 
35.916668,263.08334,64.48126, 
35.916668,263.125,64.61694, 
35.916668,263.16666,64.552635, 
35.916668,263.20834,64.2574, 
35.916668,263.25,64.08915, 
35.916668,263.29166,64.22825, 
35.916668,263.33334,64.45149, 
35.916668,263.375,64.776344, 
35.916668,263.41666,65.126915, 
35.916668,263.45834,65.32866, 
35.916668,263.5,65.074646, 
35.916668,263.54166,65.12637, 
35.916668,263.58334,65.392815, 
35.916668,263.625,65.91821, 
35.916668,263.66666,66.439095, 
35.916668,263.70834,67.62645, 
35.916668,263.75,68.88476, 
35.916668,263.79166,68.9819, 
35.916668,263.83334,67.76723, 
35.916668,263.875,66.38757, 
35.916668,263.91666,65.24466, 
35.916668,263.95834,64.0948, 
35.916668,264.0,63.933304, 
35.916668,264.04166,63.343185, 
35.916668,264.08334,62.784485, 
35.916668,264.125,62.526947, 
35.916668,264.16666,62.651752, 
35.916668,264.20834,62.94075, 
35.916668,264.25,62.996128, 
35.916668,264.29166,63.31032, 
35.916668,264.33334,63.287956, 
35.916668,264.375,63.813156, 
35.916668,264.41666,64.526665, 
35.916668,264.45834,65.101494, 
35.916668,264.5,65.73564, 
35.916668,264.54166,66.44371, 
35.916668,264.58334,66.856384, 
35.916668,264.625,67.11827, 
35.916668,264.66666,65.85483, 
35.916668,264.70834,64.414276, 
35.916668,264.75,64.73607, 
35.916668,264.79166,65.88156, 
35.916668,264.83334,66.54618, 
35.916668,264.875,67.91771, 
35.916668,264.91666,69.545265, 
35.916668,264.95834,71.59107, 
35.916668,265.0,72.97551, 
35.958336,260.0,64.932014, 
35.958336,260.04166,64.45343, 
35.958336,260.08334,63.773502, 
35.958336,260.125,63.31079, 
35.958336,260.16666,62.833168, 
35.958336,260.20834,62.345104, 
35.958336,260.25,62.302826, 
35.958336,260.29166,62.148613, 
35.958336,260.33334,62.06656, 
35.958336,260.375,61.798832, 
35.958336,260.41666,61.4414, 
35.958336,260.45834,61.584724, 
35.958336,260.5,61.35565, 
35.958336,260.54166,61.505394, 
35.958336,260.58334,61.791023, 
35.958336,260.625,61.835037, 
35.958336,260.66666,61.597847, 
35.958336,260.70834,60.982204, 
35.958336,260.75,60.92903, 
35.958336,260.79166,61.428307, 
35.958336,260.83334,61.663902, 
35.958336,260.875,61.39073, 
35.958336,260.91666,61.097034, 
35.958336,260.95834,60.816463, 
35.958336,261.0,60.762745, 
35.958336,261.04166,61.10963, 
35.958336,261.08334,61.179813, 
35.958336,261.125,61.272163, 
35.958336,261.16666,61.521946, 
35.958336,261.20834,61.890953, 
35.958336,261.25,62.4865, 
35.958336,261.29166,62.73755, 
35.958336,261.33334,63.09833, 
35.958336,261.375,63.401993, 
35.958336,261.41666,63.607533, 
35.958336,261.45834,63.45136, 
35.958336,261.5,62.957054, 
35.958336,261.54166,62.504967, 
35.958336,261.58334,61.809917, 
35.958336,261.625,61.62813, 
35.958336,261.66666,61.294174, 
35.958336,261.70834,61.25158, 
35.958336,261.75,61.508812, 
35.958336,261.79166,62.152485, 
35.958336,261.83334,62.62921, 
35.958336,261.875,63.020348, 
35.958336,261.91666,63.2303, 
35.958336,261.95834,63.440334, 
35.958336,262.0,63.524582, 
35.958336,262.04166,63.68152, 
35.958336,262.08334,63.752914, 
35.958336,262.125,63.867313, 
35.958336,262.16666,64.196846, 
35.958336,262.20834,64.336945, 
35.958336,262.25,64.54402, 
35.958336,262.29166,64.63753, 
35.958336,262.33334,64.69141, 
35.958336,262.375,64.50598, 
35.958336,262.41666,64.4266, 
35.958336,262.45834,64.88876, 
35.958336,262.5,65.46193, 
35.958336,262.54166,65.8639, 
35.958336,262.58334,66.07887, 
35.958336,262.625,66.34936, 
35.958336,262.66666,66.41409, 
35.958336,262.70834,66.453415, 
35.958336,262.75,66.2545, 
35.958336,262.79166,66.01356, 
35.958336,262.83334,65.829956, 
35.958336,262.875,65.15465, 
35.958336,262.91666,64.85053, 
35.958336,262.95834,64.55915, 
35.958336,263.0,64.621124, 
35.958336,263.04166,64.612915, 
35.958336,263.08334,64.5401, 
35.958336,263.125,64.56124, 
35.958336,263.16666,64.18967, 
35.958336,263.20834,64.0332, 
35.958336,263.25,64.108154, 
35.958336,263.29166,64.198524, 
35.958336,263.33334,64.75947, 
35.958336,263.375,65.22202, 
35.958336,263.41666,65.755424, 
35.958336,263.45834,66.04714, 
35.958336,263.5,66.16717, 
35.958336,263.54166,66.173225, 
35.958336,263.58334,66.32608, 
35.958336,263.625,66.85783, 
